t,kind,order,SNS,TW1,TW3,sse,passes_guard
36,tmtm,"(np.int64(0), np.int64(5), np.int64(3), np.int64(4), np.int64(1), np.int64(2))",0.20934298421665049,0.6666666666666667,,68208.50659781737,False
36,tmtm,"(np.int64(5), np.int64(3), np.int64(4), np.int64(1), np.int64(2), np.int64(0))",0.19829206489989679,0.5833333333333333,,68555.84342518964,False
36,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(5))",0.12555477461327152,0.875,,67466.53280565386,False
36,tmtm,"(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(5), np.int64(0))",0.165417957084585,0.75,,65339.42196382868,False
36,tmtm,"(np.int64(0), np.int64(5), np.int64(1), np.int64(2), np.int64(4), np.int64(3))",0.2042423201613844,0.625,,66795.15535504479,False
36,tmtm,"(np.int64(5), np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(0))",0.20282168515922963,0.6666666666666667,,68886.28455790483,False
36,tmtm,"(np.int64(0), np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(5))",0.18608588526096795,0.5833333333333333,,69396.48645047487,False
36,tmtm,"(np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(5), np.int64(0))",0.20807995982002256,0.6666666666666667,,65495.047596935045,False
36,tmtm,"(np.int64(0), np.int64(5), np.int64(4), np.int64(3), np.int64(1), np.int64(2))",0.19769170342699055,0.75,,67946.036424275,False
36,tmtm,"(np.int64(5), np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(0))",0.18490316931948883,0.75,,68262.83761542037,False
36,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(5))",0.13278237345303637,0.8333333333333334,,67638.53223854952,False
36,tmtm,"(np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(0))",0.16703853023217421,0.7916666666666666,,65029.31022950488,False
36,tmtm,"(np.int64(0), np.int64(5), np.int64(2), np.int64(1), np.int64(3), np.int64(4))",0.21577604174780973,0.7083333333333333,,67258.62518503306,False
36,tmtm,"(np.int64(5), np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(0))",0.21076263795949846,0.6666666666666667,,68867.64322067362,False
36,tmtm,"(np.int64(0), np.int64(3), np.int64(4), np.int64(2), np.int64(1), np.int64(5))",0.1816394191821412,0.625,,69572.85559835695,False
36,tmtm,"(np.int64(3), np.int64(4), np.int64(2), np.int64(1), np.int64(5), np.int64(0))",0.20099258348396454,0.625,,65189.305577597675,False
36,tmtm,"(np.int64(0), np.int64(5), np.int64(3), np.int64(4), np.int64(2), np.int64(1))",0.19928431723910076,0.75,,68413.87596924967,False
36,tmtm,"(np.int64(5), np.int64(3), np.int64(4), np.int64(2), np.int64(1), np.int64(0))",0.18252513394111014,0.7916666666666666,,68248.56599317558,False
36,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(4), np.int64(3), np.int64(5))",0.14683314906855932,0.7916666666666666,,67931.5380483188,False
36,tmtm,"(np.int64(2), np.int64(1), np.int64(4), np.int64(3), np.int64(5), np.int64(0))",0.1780445642793232,0.75,,65291.78040304726,False
36,tmtm,"(np.int64(0), np.int64(5), np.int64(2), np.int64(1), np.int64(4), np.int64(3))",0.22055858711069318,0.7083333333333333,,67371.72174781137,False
36,tmtm,"(np.int64(5), np.int64(2), np.int64(1), np.int64(4), np.int64(3), np.int64(0))",0.21449092008433931,0.7916666666666666,,68950.20414722506,False
36,tmtm,"(np.int64(0), np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(5))",0.1776420938712325,0.6666666666666667,,69490.29467180553,False
36,tmtm,"(np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(5), np.int64(0))",0.19642799539783146,0.625,,65076.209014819346,False
36,tmtm,"(np.int64(0), np.int64(5), np.int64(4), np.int64(3), np.int64(2), np.int64(1))",0.18737466182610785,0.7916666666666666,,68151.4057957073,False
36,tmtm,"(np.int64(5), np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.16898744327423063,1.0,,67955.56018340633,False
36,free,"(0, 1, 2, 3, 4, 5)",0.055643900488153986,1.0,,5559.744277005413,True
36,free,"(0, 1, 2, 4, 3, 5)",0.0664279426767903,0.8333333333333334,,6637.248124063976,False
36,free,"(0, 2, 1, 3, 4, 5)",0.0870636979184106,0.8333333333333334,,8699.100745822492,False
36,free,"(0, 2, 1, 4, 3, 5)",0.09784774010700574,0.7916666666666666,,9776.604592881062,False
36,free,"(0, 3, 4, 1, 2, 5)",0.17017891380485514,0.7916666666666666,,17003.682951646537,False
36,free,"(0, 3, 4, 2, 1, 5)",0.1630907351287995,0.6666666666666667,,16295.456884047599,False
36,free,"(0, 4, 3, 1, 2, 5)",0.16725750513663554,0.6666666666666667,,16711.785996518716,False
36,free,"(0, 4, 3, 2, 1, 5)",0.1601693264605799,0.625,,16003.55992891977,False
36,free,"(0, 5, 1, 2, 3, 4)",0.15183914970772946,0.7083333333333333,,15171.237749457112,False
36,free,"(0, 5, 1, 2, 4, 3)",0.1558410582696516,0.5833333333333333,,15571.094481804306,False
36,free,"(0, 5, 2, 1, 3, 4)",0.16850213580845674,0.7083333333333333,,16836.145148086754,False
36,free,"(0, 5, 2, 1, 4, 3)",0.17250404437037886,0.7083333333333333,,17236.00188043395,False
36,free,"(0, 5, 3, 4, 1, 2)",0.12383914401799305,0.75,,12373.574932438467,False
36,free,"(0, 5, 3, 4, 2, 1)",0.10287835403776782,0.75,,10279.245974336765,False
36,free,"(0, 5, 4, 3, 1, 2)",0.11435779029032477,0.7916666666666666,,11426.231168553211,False
36,free,"(0, 5, 4, 3, 2, 1)",0.09339700031009945,0.8333333333333334,,9331.90221045151,False
36,free,"(1, 2, 3, 4, 5, 0)",0.09339700031009941,0.8333333333333334,,9331.902210451508,False
36,free,"(1, 2, 4, 3, 5, 0)",0.10287835403776781,0.75,,10279.245974336765,False
36,free,"(2, 1, 3, 4, 5, 0)",0.11435779029032477,0.7916666666666666,,11426.231168553213,False
36,free,"(2, 1, 4, 3, 5, 0)",0.12383914401799308,0.75,,12373.574932438469,False
36,free,"(3, 4, 1, 2, 5, 0)",0.17250404437037886,0.7083333333333333,,17236.00188043395,False
36,free,"(3, 4, 2, 1, 5, 0)",0.1558410582696516,0.5833333333333333,,15571.094481804304,False
36,free,"(4, 3, 1, 2, 5, 0)",0.16850213580845674,0.7083333333333333,,16836.145148086754,False
36,free,"(4, 3, 2, 1, 5, 0)",0.1518391497077295,0.7083333333333333,,15171.237749457112,False
36,free,"(5, 1, 2, 3, 4, 0)",0.16016932646057988,0.625,,16003.559928919773,False
36,free,"(5, 1, 2, 4, 3, 0)",0.16309073512879949,0.6666666666666667,,16295.456884047602,False
36,free,"(5, 2, 1, 3, 4, 0)",0.16725750513663554,0.6666666666666667,,16711.785996518713,False
36,free,"(5, 2, 1, 4, 3, 0)",0.17017891380485511,0.7916666666666666,,17003.682951646537,False
36,free,"(5, 3, 4, 1, 2, 0)",0.09784774010700571,0.7916666666666666,,9776.60459288106,False
36,free,"(5, 3, 4, 2, 1, 0)",0.0664279426767903,0.8333333333333334,,6637.248124063979,False
36,free,"(5, 4, 3, 1, 2, 0)",0.08706369791841063,0.8333333333333334,,8699.100745822494,False
36,free,"(5, 4, 3, 2, 1, 0)",0.055643900488154006,1.0,,5559.744277005414,True
36,same_history,"(0, 1, 2, 3, 4, 5)",0.055689553324770553,1.0,,5663.104795051048,True
36,same_history,"(0, 1, 2, 4, 3, 5)",0.06645938864968363,0.8333333333333334,,6740.601790036968,False
36,same_history,"(0, 2, 1, 3, 4, 5)",0.08727634157453676,0.8333333333333334,,8786.423616934668,False
36,same_history,"(0, 2, 1, 4, 3, 5)",0.09805037159155162,0.7916666666666666,,9863.920362275945,False
36,same_history,"(0, 3, 4, 1, 2, 5)",0.1779536584420481,0.5833333333333333,,17870.09165191872,False
36,same_history,"(0, 3, 4, 2, 1, 5)",0.1732814272661499,0.625,,17470.580720255737,False
36,same_history,"(0, 4, 3, 1, 2, 5)",0.17574315309609984,0.5833333333333333,,17660.0272977803,False
36,same_history,"(0, 4, 3, 2, 1, 5)",0.1710352526214646,0.5833333333333333,,17260.516526516603,False
36,same_history,"(0, 5, 1, 2, 3, 4)",0.1741368820617754,0.5416666666666667,,17767.69520172716,False
36,same_history,"(0, 5, 1, 2, 4, 3)",0.17827900592617982,0.41666666666666663,,18192.784628461515,False
36,same_history,"(0, 5, 2, 1, 3, 4)",0.19000087880615688,0.7083333333333333,,19513.623347530793,False
36,same_history,"(0, 5, 2, 1, 4, 3)",0.19410948005389597,0.7083333333333333,,19938.7132312114,False
36,same_history,"(0, 5, 3, 4, 1, 2)",0.15485610392945712,0.75,,15890.410170744373,False
36,same_history,"(0, 5, 3, 4, 2, 1)",0.1360799897881999,0.75,,14392.252586370812,False
36,same_history,"(0, 5, 4, 3, 1, 2)",0.14626879308560073,0.75,,15069.713613623975,False
36,same_history,"(0, 5, 4, 3, 2, 1)",0.12735532920585815,0.7916666666666666,,13571.556296496277,False
36,same_history,"(1, 2, 3, 4, 5, 0)",0.14079622673605255,0.6666666666666667,,16816.94204955805,False
36,same_history,"(1, 2, 4, 3, 5, 0)",0.14973379041232776,0.6666666666666667,,17764.042646990096,False
36,same_history,"(2, 1, 3, 4, 5, 0)",0.16556490677643154,0.6666666666666667,,18646.806684796982,False
36,same_history,"(2, 1, 4, 3, 5, 0)",0.1746295231526354,0.6666666666666667,,19593.907059743375,False
36,same_history,"(3, 4, 1, 2, 5, 0)",0.21192192733281956,0.6666666666666667,,26107.54665112264,False
36,same_history,"(3, 4, 2, 1, 5, 0)",0.19759944782914213,0.5833333333333333,,24417.04389694151,False
36,same_history,"(4, 3, 1, 2, 5, 0)",0.20761673797097463,0.6666666666666667,,25793.840927382993,False
36,same_history,"(4, 3, 2, 1, 5, 0)",0.1940180343724304,0.75,,24148.544233933397,False
36,same_history,"(5, 1, 2, 3, 4, 0)",0.18315976834421568,0.625,,26730.430908908766,False
36,same_history,"(5, 1, 2, 4, 3, 0)",0.18491601778346,0.7083333333333333,,27072.492727361783,False
36,same_history,"(5, 2, 1, 3, 4, 0)",0.19332277638237913,0.6666666666666667,,27461.648879558008,False
36,same_history,"(5, 2, 1, 4, 3, 0)",0.1951220352886569,0.7916666666666666,,27803.710188687182,False
36,same_history,"(5, 3, 4, 1, 2, 0)",0.1028586252721536,0.7916666666666666,,21936.763963760055,False
36,same_history,"(5, 3, 4, 2, 1, 0)",0.06690429978359358,0.8333333333333334,,19236.251359718404,False
36,same_history,"(5, 4, 3, 1, 2, 0)",0.09176464837204455,0.8333333333333334,,21012.426013565306,False
36,same_history,"(5, 4, 3, 2, 1, 0)",0.055794300704406455,0.9583333333333334,,18311.913681771068,False
37,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4))",0.15075361250057548,0.9333333333333333,,51783.998777591405,False
37,tmtm,"(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(0))",0.1873759071053099,0.8,,50926.57992319345,False
37,tmtm,"(np.int64(0), np.int64(4), np.int64(1), np.int64(2), np.int64(3))",0.2178343549675237,0.6,,51812.779721239705,False
37,tmtm,"(np.int64(4), np.int64(1), np.int64(2), np.int64(3), np.int64(0))",0.2233800941052272,0.5333333333333333,,53060.1696432721,False
37,tmtm,"(np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(4))",0.20483392787859928,0.5333333333333333,,53032.09161150247,False
37,tmtm,"(np.int64(3), np.int64(1), np.int64(2), np.int64(4), np.int64(0))",0.2173838023656217,0.6,,51025.30208710617,False
37,tmtm,"(np.int64(0), np.int64(4), np.int64(3), np.int64(1), np.int64(2))",0.2110467002214054,0.6666666666666667,,52191.66544949333,False
37,tmtm,"(np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(0))",0.19644390612365242,0.7333333333333334,,52289.68470152736,False
37,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(4))",0.16505417622390062,0.7333333333333334,,52142.971059443465,False
37,tmtm,"(np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(0))",0.19455424827063167,0.6666666666666667,,50786.822561362475,False
37,tmtm,"(np.int64(0), np.int64(4), np.int64(2), np.int64(1), np.int64(3))",0.22933090645223914,0.6,,52283.31315319341,False
37,tmtm,"(np.int64(4), np.int64(2), np.int64(1), np.int64(3), np.int64(0))",0.2290843323063425,0.5333333333333333,,53031.97343154276,False
37,tmtm,"(np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(4))",0.20309464895446533,0.5333333333333333,,53213.37658062826,False
37,tmtm,"(np.int64(3), np.int64(2), np.int64(1), np.int64(4), np.int64(0))",0.2102690017275377,0.6,,50707.85741254891,False
37,tmtm,"(np.int64(0), np.int64(4), np.int64(3), np.int64(2), np.int64(1))",0.20746284379066035,0.8,,52484.51156872077,False
37,tmtm,"(np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.18698831259493473,0.9333333333333333,,52083.80117707174,False
37,free,"(0, 1, 2, 3, 4)",0.06512919714942025,1.0,,5200.88702842871,True
37,free,"(0, 2, 1, 3, 4)",0.09739389540204804,0.8,,7777.3820254924385,False
37,free,"(0, 3, 1, 2, 4)",0.16188838466805494,0.4666666666666667,,12927.584504714858,False
37,free,"(0, 3, 2, 1, 4)",0.1648292937532745,0.5333333333333333,,13162.43057349129,False
37,free,"(0, 4, 1, 2, 3)",0.15463061252879917,0.6666666666666667,,12348.015668824752,False
37,free,"(0, 4, 2, 1, 3)",0.16606599425950058,0.6,,13261.187197285164,False
37,free,"(0, 4, 3, 1, 2)",0.13001357338753217,0.6666666666666667,,10382.223901817275,False
37,free,"(0, 4, 3, 2, 1)",0.1121251659508253,0.8,,8953.746501990388,False
37,free,"(1, 2, 3, 4, 0)",0.11212516595082529,0.8,,8953.746501990387,False
37,free,"(2, 1, 3, 4, 0)",0.13001357338753217,0.6666666666666667,,10382.223901817273,False
37,free,"(3, 1, 2, 4, 0)",0.16606599425950058,0.6,,13261.187197285166,False
37,free,"(3, 2, 1, 4, 0)",0.15463061252879917,0.6666666666666667,,12348.015668824753,False
37,free,"(4, 1, 2, 3, 0)",0.1648292937532745,0.5333333333333333,,13162.43057349129,False
37,free,"(4, 2, 1, 3, 0)",0.16188838466805497,0.4666666666666667,,12927.58450471486,False
37,free,"(4, 3, 1, 2, 0)",0.09739389540204803,0.8,,7777.382025492436,False
37,free,"(4, 3, 2, 1, 0)",0.06512919714942023,1.0,,5200.88702842871,True
37,same_history,"(0, 1, 2, 3, 4)",0.06518118996995265,0.9333333333333333,,5206.231235874256,True
37,same_history,"(0, 2, 1, 3, 4)",0.09744590067658979,0.8,,7782.563421020872,False
37,same_history,"(0, 3, 1, 2, 4)",0.1692609449148444,0.4666666666666667,,13525.901527389484,False
37,same_history,"(0, 3, 2, 1, 4)",0.18029684233104318,0.6,,14408.27910979943,False
37,same_history,"(0, 4, 1, 2, 3)",0.1995016049384033,0.4666666666666667,,16215.401263262409,False
37,same_history,"(0, 4, 2, 1, 3)",0.2132681935817133,0.6,,17343.9588407597,False
37,same_history,"(0, 4, 3, 1, 2)",0.18876428944605625,0.6666666666666667,,15754.771784614153,False
37,same_history,"(0, 4, 3, 2, 1)",0.17344532775760868,0.8,,14666.383926187866,False
37,same_history,"(1, 2, 3, 4, 0)",0.19318318860263645,0.6666666666666667,,18475.49698302856,False
37,same_history,"(2, 1, 3, 4, 0)",0.21030650487263497,0.6,,20033.243515485254,False
37,same_history,"(3, 1, 2, 4, 0)",0.24553805441079657,0.4666666666666667,,23954.02096960763,False
37,same_history,"(3, 2, 1, 4, 0)",0.23298113219330513,0.7333333333333334,,23353.49665422408,False
37,same_history,"(4, 1, 2, 3, 0)",0.20808200291289072,0.5333333333333333,,26702.705911451158,False
37,same_history,"(4, 2, 1, 3, 0)",0.1982744160808762,0.5333333333333333,,26744.38400374785,False
37,same_history,"(4, 3, 1, 2, 0)",0.10293954443525637,0.7333333333333334,,23004.91045330509,False
37,same_history,"(4, 3, 2, 1, 0)",0.06530439869445782,1.0,,20829.642015977734,False
38,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5))",0.21040545044652784,0.875,,78759.07814791128,False
38,tmtm,"(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(0))",0.22609318313790314,0.75,,81109.9094990152,False
38,tmtm,"(np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(1), np.int64(2))",0.28271933072104655,0.7083333333333333,,82721.45143564242,False
38,tmtm,"(np.int64(3), np.int64(4), np.int64(5), np.int64(1), np.int64(2), np.int64(0))",0.27270552408332366,0.7916666666666666,,81015.32105671799,False
38,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(3))",0.2255082592594195,0.9166666666666666,,78534.46869492492,False
38,tmtm,"(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(3), np.int64(0))",0.2434146378798038,0.75,,81731.80635303205,False
38,tmtm,"(np.int64(0), np.int64(4), np.int64(5), np.int64(3), np.int64(1), np.int64(2))",0.2588875468717295,0.875,,81850.84969710645,False
38,tmtm,"(np.int64(4), np.int64(5), np.int64(3), np.int64(1), np.int64(2), np.int64(0))",0.25085151826687313,0.7083333333333333,,80991.22562518524,False
38,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(5))",0.2382713370921151,0.7916666666666666,,79542.43918782243,False
38,tmtm,"(np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(0))",0.2467101709610792,0.7083333333333333,,81219.11188640527,False
38,tmtm,"(np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(2), np.int64(1))",0.2620630322490174,0.6666666666666667,,82424.36739144762,False
38,tmtm,"(np.int64(3), np.int64(4), np.int64(5), np.int64(2), np.int64(1), np.int64(0))",0.24436512582692232,0.8333333333333334,,80044.07836000212,False
38,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(4), np.int64(5), np.int64(3))",0.253049310950576,0.8333333333333334,,79322.46878809048,False
38,tmtm,"(np.int64(2), np.int64(1), np.int64(4), np.int64(5), np.int64(3), np.int64(0))",0.2643072026719305,0.75,,81845.64779367657,False
38,tmtm,"(np.int64(0), np.int64(4), np.int64(5), np.int64(3), np.int64(2), np.int64(1))",0.23848004207116213,0.9583333333333334,,81558.40470616607,False
38,tmtm,"(np.int64(4), np.int64(5), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.22230275369970975,1.0,,80024.6219817238,False
38,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(4))",0.2006178204422731,0.9166666666666666,,78462.7172028328,False
38,tmtm,"(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(4), np.int64(0))",0.21386345755178812,0.875,,80755.76451357889,False
38,tmtm,"(np.int64(0), np.int64(3), np.int64(5), np.int64(4), np.int64(1), np.int64(2))",0.28574081927457234,0.75,,82812.97437679628,False
38,tmtm,"(np.int64(3), np.int64(5), np.int64(4), np.int64(1), np.int64(2), np.int64(0))",0.273781520902868,0.8333333333333334,,81049.05995751402,False
38,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(3))",0.22442867696547986,0.875,,78500.72979412889,False
38,tmtm,"(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(3), np.int64(0))",0.24028794908080495,0.7083333333333333,,81640.28341187816,False
38,tmtm,"(np.int64(0), np.int64(5), np.int64(4), np.int64(3), np.int64(1), np.int64(2))",0.2706815861702468,0.75,,82204.99468254276,False
38,tmtm,"(np.int64(5), np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(0))",0.26060130395883213,0.7083333333333333,,81287.58657026371,False
38,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(5), np.int64(4))",0.22867683096843014,0.8333333333333334,,79246.07824274397,False
38,tmtm,"(np.int64(2), np.int64(1), np.int64(3), np.int64(5), np.int64(4), np.int64(0))",0.23482004257266537,0.8333333333333334,,80864.96690096897,False
38,tmtm,"(np.int64(0), np.int64(3), np.int64(5), np.int64(4), np.int64(2), np.int64(1))",0.2651578916384944,0.6666666666666667,,82515.89033260148,False
38,tmtm,"(np.int64(3), np.int64(5), np.int64(4), np.int64(2), np.int64(1), np.int64(0))",0.24545900624473949,0.8333333333333334,,80077.81726079814,False
38,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(5), np.int64(4), np.int64(3))",0.25199153370355326,0.7916666666666666,,79288.72988729445,False
38,tmtm,"(np.int64(2), np.int64(1), np.int64(5), np.int64(4), np.int64(3), np.int64(0))",0.2612704206704635,0.7083333333333333,,81754.12485252268,False
38,tmtm,"(np.int64(0), np.int64(5), np.int64(4), np.int64(3), np.int64(2), np.int64(1))",0.25054691466135925,0.875,,81912.54969160238,False
38,tmtm,"(np.int64(5), np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.23220608440093743,1.0,,80320.98292680227,False
38,free,"(0, 1, 2, 3, 4, 5)",0.07120895459153422,1.0,,8594.057041938377,False
38,free,"(0, 1, 2, 3, 5, 4)",0.05891884770196441,1.0,,7110.790221545509,True
38,free,"(0, 1, 2, 4, 5, 3)",0.11326087160636843,0.7916666666666666,,13669.213328410606,False
38,free,"(0, 1, 2, 5, 4, 3)",0.11186309646767179,0.7916666666666666,,13500.518824430475,False
38,free,"(0, 2, 1, 3, 4, 5)",0.12227894650419442,0.7916666666666666,,14757.585577734746,False
38,free,"(0, 2, 1, 3, 5, 4)",0.10998883961463268,0.8333333333333334,,13274.318757341876,False
38,free,"(0, 2, 1, 4, 5, 3)",0.16433086351903414,0.7916666666666666,,19832.74186420697,False
38,free,"(0, 2, 1, 5, 4, 3)",0.16293308838033754,0.75,,19664.047360226843,False
38,free,"(0, 3, 4, 5, 1, 2)",0.2057975281849799,0.6666666666666667,,24837.265291378088,False
38,free,"(0, 3, 4, 5, 2, 1)",0.17147488882515086,0.6666666666666667,,20694.939060354933,False
38,free,"(0, 3, 5, 4, 1, 2)",0.20958924898047027,0.75,,25294.879997147433,False
38,free,"(0, 3, 5, 4, 2, 1)",0.17526660962064125,0.75,,21152.553766124278,False
38,free,"(0, 4, 5, 3, 1, 2)",0.14669036974770308,0.875,,17703.748248323012,False
38,free,"(0, 4, 5, 3, 2, 1)",0.11236773038787407,0.9583333333333334,,13561.42201729986,False
38,free,"(0, 5, 4, 3, 1, 2)",0.16157626181507284,0.7083333333333333,,19500.294852342067,False
38,free,"(0, 5, 4, 3, 2, 1)",0.1272536224552441,0.875,,15357.968621318914,False
38,free,"(1, 2, 3, 4, 5, 0)",0.12725362245524413,0.875,,15357.968621318912,False
38,free,"(1, 2, 3, 5, 4, 0)",0.11236773038787409,0.9583333333333334,,13561.422017299861,False
38,free,"(1, 2, 4, 5, 3, 0)",0.17526660962064128,0.75,,21152.55376612428,False
38,free,"(1, 2, 5, 4, 3, 0)",0.17147488882515086,0.6666666666666667,,20694.93906035493,False
38,free,"(2, 1, 3, 4, 5, 0)",0.1615762618150728,0.7083333333333333,,19500.294852342064,False
38,free,"(2, 1, 3, 5, 4, 0)",0.14669036974770308,0.875,,17703.748248323016,False
38,free,"(2, 1, 4, 5, 3, 0)",0.20958924898047027,0.75,,25294.879997147433,False
38,free,"(2, 1, 5, 4, 3, 0)",0.20579752818497987,0.6666666666666667,,24837.26529137808,False
38,free,"(3, 4, 5, 1, 2, 0)",0.16293308838033754,0.75,,19664.04736022685,False
38,free,"(3, 4, 5, 2, 1, 0)",0.1118630964676718,0.7916666666666666,,13500.518824430477,False
38,free,"(3, 5, 4, 1, 2, 0)",0.16433086351903414,0.7916666666666666,,19832.74186420698,False
38,free,"(3, 5, 4, 2, 1, 0)",0.11326087160636843,0.7916666666666666,,13669.213328410606,False
38,free,"(4, 5, 3, 1, 2, 0)",0.10998883961463268,0.8333333333333334,,13274.31875734188,False
38,free,"(4, 5, 3, 2, 1, 0)",0.0589188477019644,1.0,,7110.79022154551,True
38,free,"(5, 4, 3, 1, 2, 0)",0.1222789465041944,0.7916666666666666,,14757.585577734744,False
38,free,"(5, 4, 3, 2, 1, 0)",0.07120895459153419,1.0,,8594.057041938377,False
38,same_history,"(0, 1, 2, 3, 4, 5)",0.0714319887933687,1.0,,8621.618025760616,False
38,same_history,"(0, 1, 2, 3, 5, 4)",0.05924107862958804,1.0,,7155.3046571632585,True
38,same_history,"(0, 1, 2, 4, 5, 3)",0.11643844076977708,0.875,,14057.95739908919,False
38,same_history,"(0, 1, 2, 5, 4, 3)",0.1131943937503211,0.7916666666666666,,13677.692243315567,False
38,same_history,"(0, 2, 1, 3, 4, 5)",0.12229547168035362,0.7916666666666666,,14763.117204537575,False
38,same_history,"(0, 2, 1, 3, 5, 4)",0.11015959625366396,0.8333333333333334,,13296.803746267507,False
38,same_history,"(0, 2, 1, 4, 5, 3)",0.16735633462047877,0.7916666666666666,,20199.456446903372,False
38,same_history,"(0, 2, 1, 5, 4, 3)",0.16414043758495006,0.75,,19819.191443899945,False
38,same_history,"(0, 3, 4, 5, 1, 2)",0.2375252632561615,0.7083333333333333,,29569.28087580953,False
38,same_history,"(0, 3, 4, 5, 2, 1)",0.20502078574620236,0.7083333333333333,,25880.11112044104,False
38,same_history,"(0, 3, 5, 4, 1, 2)",0.2397860587449255,0.7083333333333333,,29679.006055021837,False
38,same_history,"(0, 3, 5, 4, 2, 1)",0.20745519478880356,0.5416666666666667,,25989.835664899914,False
38,same_history,"(0, 4, 5, 3, 1, 2)",0.1820044761009177,0.7916666666666666,,23098.930516041604,False
38,same_history,"(0, 4, 5, 3, 2, 1)",0.14935408184657084,0.9583333333333334,,19409.76024830888,False
38,same_history,"(0, 5, 4, 3, 1, 2)",0.19455403302581947,0.7083333333333333,,24327.368999737697,False
38,same_history,"(0, 5, 4, 3, 2, 1)",0.16216167660803468,0.875,,20638.199074398293,False
38,same_history,"(1, 2, 3, 4, 5, 0)",0.1731448832270566,0.875,,25192.228939403638,False
38,same_history,"(1, 2, 3, 5, 4, 0)",0.1586900608552673,0.75,,23343.69133779597,False
38,same_history,"(1, 2, 4, 5, 3, 0)",0.21700978225826467,0.75,,30833.59853054437,False
38,same_history,"(1, 2, 5, 4, 3, 0)",0.21559275700953687,0.625,,30246.04141205837,False
38,same_history,"(2, 1, 3, 4, 5, 0)",0.20561728013251382,0.75,,29331.913910039657,False
38,same_history,"(2, 1, 3, 5, 4, 0)",0.19127301131567032,0.7083333333333333,,27483.376340929655,False
38,same_history,"(2, 1, 4, 5, 3, 0)",0.24908139436968063,0.75,,34973.2835436293,False
38,same_history,"(2, 1, 5, 4, 3, 0)",0.24795761991780715,0.6666666666666667,,34385.725211403784,False
38,same_history,"(3, 4, 5, 1, 2, 0)",0.16889643071572624,0.7916666666666666,,32260.94264647806,False
38,same_history,"(3, 4, 5, 2, 1, 0)",0.1176814277241466,0.7916666666666666,,26799.31446174751,False
38,same_history,"(3, 5, 4, 1, 2, 0)",0.19098150229842273,0.7916666666666666,,32238.85931205728,False
38,same_history,"(3, 5, 4, 2, 1, 0)",0.1398847907637344,0.625,,26777.229489732443,False
38,same_history,"(4, 5, 3, 1, 2, 0)",0.13212190382950154,0.75,,26142.936273668736,False
38,same_history,"(4, 5, 3, 2, 1, 0)",0.08099324002088644,0.9166666666666666,,20681.306171120334,False
38,same_history,"(5, 4, 3, 1, 2, 0)",0.1751064832842428,0.75,,28030.5656278089,False
